Unnamed: 0,PID,X,age,choice_strategy,clear_instructions,dominant_hand,gender,keys,learning_strategy,race.x,race.y,American.Indian.or.Alaska.Native,Asian,Black.or.African.American,Decline.to.answer,Hispanic.or.Latino,Native.Hawaiian.or.Other.Pacific.Islander,White,version,key_acc,test_acc,training_acc
278,35526,275,33,I would choose one and if it was right I would keep choosing the same one If it was wrong I would switch to the other one and keep choosing that one until it was wrong,No,Right,Male,First image,I would keep choosing the same image as long as it was correct,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.561752988047809,0.590277777777778
282,35879,279,33,I noticed the patterns of what seemed to win over what and tried to pick the winning image in each matchup,No  the instructions were comprehensive and easy to follow,Right,Female,Second image,I named each image in my head to try and learn it faster and remembered how each image performed against the other images  I would also remind myself which key corresponded to each image in each matchup  saying k in my head for the first image and d for the second image since it was counter intuitive for me to press k for the first image and I wanted to do it properly,,,,,,,,,,250_Stims_1000_ISI,1,0.849206349206349,0.612676056338028
284,36403,281,29,I tried to remember which ones consistently got a checkmark in the first two rounds and which ones got an X I tried to attach a oneword description for each pattern to help me remember I knew that the cheetah print was always a checkmark and the green one was always an X I then tried to remember which pattern was superior to another,Nothing was unclear,Right,Female,Second image,I tried to attach signifiers to each pattern to help me remember each one I then tried to remember which ones consistently got a checkmark and which one got an X I knew that the cheetah print was always a checkmark while the green one was always an X while the gold one was an X all the time but a checkmark when paired with the green one I tried to rank the patterns in a numbered order 1 Cheetah  78Green to figure out which to pick,,,,,,,,,,250_Stims_1000_ISI,1,0.936507936507937,0.618055555555556
286,36625,283,35,It was extremely difficult First I was trying to figure out if there was a pattern but if there was I could not figure it out So at that point I just pretty much started guessing or going by gut feeling Fatigue also kicked in pretty hard towards the end,No,Right,Female,Second image,I was trying to learn a pattern but after not figuring it out I gave up trying to learn it,,,,,,,,,,250_Stims_1000_ISI,1,0.503968253968254,0.492957746478873
287,36695,284,31,I tried to remember patterns from previous rounds and remember which patterns were correct from previous turns  I started to go with my gut and not think to much about the choices ,no,Right,Female,Second image,I tried to group certain patterns together i would remember pairs that had calmer patterns against more colorful ones and i just tried really hard to remember as much as i could from previous turns ,Black or African American,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.756972111553785,0.517985611510791
290,37124,287,32,I tried to notice patterns and make my best attempt at choosing which way it was going I dont feel very successful,No they were perfectly clear,Right,Male,First image,I just tried using patterns of D and K but I dont think I was too good at figuring it out,,,,,,,,,,250_Stims_1000_ISI,1,0.52191235059761,0.517730496453901
291,37161,288,23,I tried to keep track of which ones got a green check mark If I chose that one and it suddenly got a red X I would try and remember to not pick that one again,I thought everything was explained well,Right,Female,Second image,I just tried to learn which ones were correct at the time and choose those when I could If I got a red X on those I would just stop picking that one ,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.492,0.510489510489511
293,37428,290,36,I paid attention to which items seemed to rank better against each other and then came up with a rank of the items in my head that I followed,No,Right,Male,First image,I tried to rank the items and see which were the right one against others,Asian,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.900793650793651,0.520833333333333
297,37850,294,35,I ranked the images on a trial by error basis and chose from there,Nothing was unclear,Right,Male,First image,I ranked the images and assigned them values based on trial and error and chose from there forward,Asian,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.865079365079365,0.671328671328671
301,38371,298,27,I thought there might be a pattern so I mostly stuck with that  the photos wer going by so far I really couldnt tell if there was actually a right or wrong way ,It said pick the right image but no instructions of indicating which one was the correct image but that was probably on purpose ,Right,Female,Second image,Did not have much of stragery instead of trying to figure out some kind of pattern,White,Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.477732793522267,0.433566433566434
302,38420,299,30,I memorize that pattern for each set of pictures,no,Right,Female,First image,I learn to memorize the order,,,,,,,,,,250_Stims_1000_ISI,1,0.844,0.525179856115108
305,38760,302,19,I tried to figure out a pattern between the colours and the keys and even guessed,No,Right,Male,Second image,I tried to figure out patterns in the appearance of the images,,,,,,,,,,250_Stims_1000_ISI,0,0.471544715447154,0.475177304964539
306,38804,303,31,I initially was guessing based on what I liked Then I started to notice the pattern one always winning one always losing and some depends on which it was paired with,No,Right,Female,First image,My strategy was based on previous answers I memorized which were right and wrong ,,,,,,,,,,250_Stims_1000_ISI,1,0.952191235059761,0.692307692307692
307,38887,304,32,Based on feedback of each set in the first second third and fourth trial I memorized each sets feedback and chose items based on my memory of each set for the first three sets Then new sets and their subsequent feedback appeared on the fourth trial For sets 59 I  based my decision on the feedback for these sets ,No But there are delays and missing pictures for a few sets ,Right,Female,First image,Blue seems to be the color that receives the most checkmarks Yellow or any color that contains yellow seems to receive the most X marks Hence choice preference seems to be Blue cool colors  Yellow warm colors This is mostly the case for any combination with the model BlueGreen vs YellowOrange But there are at least 4 sets that are anomalies to this rule Hence I need to remember these 4 sets An example would be the green versus pink set Normally the correct choice would be green But for this set the warm color pink is the correct answer,Asian,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,0,0.749003984063745,0.706293706293706
311,38992,308,27,I just simply memorized which one was correct based on the pairs they displayed together,None,Right,Male,First image,Memorized the correct one based on each pair,Asian,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.742063492063492,0.583333333333333
315,39269,312,33,I lined them up in my head in a sort of hierarchy The yellow one was at top so nothing could beat it Then green then cheetah print then pink then blue with the eyes and so on,No,Right,Female,Second image,I learned which colors were most dominant The yellow was top then green then cheetah print and pink and so on,,,,,,,,,,250_Stims_1000_ISI,1,0.920634920634921,0.416666666666667
320,39684,317,27,By the end I found there was a hierarchal structure for the symbols Once I memorized the hierarchy I picked whichever one was higher,No,Right,Male,First image,I attempted to memorize the hierarchy of the symbols Once I did that I picked the higher symbol ,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.812,0.460992907801418
323,39939,320,31,I noticed some images always beat others the blue one always beat everything and the flower one lost to everything,No,Right,Male,Second image,I noticed some images beat others and tried to remember using memory,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.785714285714286,0.454545454545455
329,40398,326,23,I decided which item to choose by matching the patterns of the pictures,No,Right,Male,First image,The strategy I used was noticing the colors of the pictures it was consistent,Black or African American,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.904761904761905,0.666666666666667
333,40767,330,30,The color pattern seems to tell me which one has higher priority Some patterns are ranked lower than the others One pattern may have random results,One pattern may have random results,Right,Male,Second image,The green one the yellowgreen one and the foureyed blue seem to have higher priority The orange yellow one and one certain blue one is weak priority,Asian,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.662698412698413,0.535211267605634
334,40847,331,42,I looked at what was compatible and got a check and the ones that werent that got an x,na,Right,Male,Second image,I looked at the patterns and saw which one that matched with the other that gave a check or x,,,,,,,,,,250_Stims_1000_ISI,1,0.748,0.566433566433566
335,40882,332,25,At first it was obviously guessing but they didnt change value between rounds so I eventually learned the order The images were ranked and clicked on the higher rank one always ended up being correct,No the instructions were very clear,Left,Female,First image,I just used memory and assigned a rank to each one as I learned it It was easiest to tell with the image that was always the correct choice and the image that was always the incorrect choice Using those two poles I could rank the rest through guess and check,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.896825396825397,0.776223776223776
338,41094,335,32,based on the colors,nope,Left,Male,First image,just memory ,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.66,0.527777777777778
339,41119,336,34,Just tried to remember the combinations as I go,No,Right,Female,Second image,Just remembering the combinations of two,,,,,,,,,,250_Stims_1000_ISI,1,0.44047619047619,0.506944444444444
340,41122,337,34,I would just choose one I liked the most of the two images,No it was all clear,Right,Female,First image,I did not use any strategy,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.48995983935743,0.514084507042254
342,41313,339,22,I based on a value system I kept in mind in my head some were more valuable than others Some were the highest and lowest valued ones,No,Right,Male,Second image,I simply based it on a system of values and which ones were above or lower than the others ,,,,,,,,,,250_Stims_1000_ISI,1,0.956349206349206,0.853146853146853
344,41407,341,32,Honestly I felt like I was guessing some of the time I think that there was a pattern much like When Photo A and Photo B are there answer photo B Much like rock paper scissors but with photo combinations In the end Im not sure if its the unnatural photo combos but I never felt like I got much of a pattern recognition going I think with paper pencil and time I could figure it out more Educated guesses all around Im afraid,I dont think soI know I would have preferred more guidance on picking images but it was unclear I may also be part of a controlno instruction group though,Right,Female,Second image,I first was looking to see if there was a specific order to the task not associated with the images like K K K D K D K etc This didnt seem to be the case at all Then I looked to see if certain images were always chosen which they were not Then I was trying to see if there was a rock paper scissors scheme that I could memorize but I didnt see one before the trials ended,,,,,,,,,,250_Stims_1000_ISI,1,0.518218623481781,0.451388888888889
348,41581,345,36,I formed a ranking in my mind where some images had a higher rank than others It was easiest to establish the highest and lowest ranking images but it took me a little more time to keep the middle images straight in their rankings By the end I think I had the order mostly figured out,Ill admit that using K for first image and D for second image was opposite of the order I would have chosen and it took me a round or two to really get used to reversing my thinking to think of K first I still sometimes mixed that up but mostly got it right after the first round or so,Right,Female,Second image,I explained my strategy in the last text box I formed a ranking for the items in my mind It helped also to give some images nicknames in my mind like tiger seashell and pink seashell,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.824,0.549295774647887
349,41766,346,33,I began to rank them in my mind with terms like pretty blue ugly blue tiedye green etc and would try to remember which was always right Like green ended up the top spot and always won and tiedye the bottom and always lost By the end I felt like I had ranked them decently but there were a few toward the bottom that I would still get incorrectly sometimes but it definitely improved my odds ,No everything was clear ,Left,Female,First image,Ranking as mentioned before I knew which ones were higher and which were lower even if I didnt have the whole list completely figured out ,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.900793650793651,0.493055555555556
350,41906,347,35,I paid attention to the ones that were not usually correct,no,Right,Female,First image,Seeing which were often right as well as which were often wrong,American Indian or Alaska NativeWhite,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.752988047808765,0.433566433566434
351,41959,348,26,I just figured out partially the pattern in which the items has appeared That is a most easier way to choose the image for me in this study,,Right,Female,Second image,Figuring out the pattern in which has appeared and try to memorize the order in which both images were in the same try,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.690677966101695,0.542253521126761
352,42313,349,30,I found a pattern and chose the one that was more powerful than the other one It took a few rounds to really understand,no,Right,Female,Second image,Found the patterns to which was more powerful than the other,,,,,,,,,,250_Stims_1000_ISI,1,0.749003984063745,0.542253521126761
353,42323,350,20,The quality of the images ,no,Right,Female,First image,I used the strategy of looking for quality of images,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,0,0.474103585657371,0.567375886524823
357,42523,354,28,Took 3 rounds to figure out some colors were over other colors Didnt get them all right ,The reason how to pick the right color There wasnt anything about a special order ,Right,Female,Second image,That some colors are better than others ,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.808,0.549295774647887
358,42716,355,32,At first I was just trying to see were some pictures always right and some always wrong and I quickly figure out that wasnt the case and that depending on which image was next to it it was considered right or wrong I figured that out and felt like everything was going smooth until I think what was the 4 round when we got different combinations of images In my head I started naming the images and remembering which image beat the other As the rounds kept going I realized that one image always won and one always lost and finally realized there was a hierarchy Since I had been playing for so long it was easy to slot each in place within my head since I had ample experience to what lost to what,No,Right,Male,First image,I didnt use a strategy The answer was part of the instructions unless I am somehow misinterpreting the questionn,,,,,,,,,,250_Stims_1000_ISI,1,0.876984126984127,0.776223776223776
359,42744,356,25,I decided based on memorizing which images were right most of the time and which images seemed to be always wrong no matter what they were put up against,No,Left,Female,First image,Memorizing colors and shapes ex yellow blob rainbow watermelon swirl etc and what they did better or worse than,,,,,,,,,,250_Stims_1000_ISI,1,0.845238095238095,0.645833333333333
360,42762,357,35,when it takes more time to load the image i just press D,everything is clear,Left,Male,First image,if the image takes more time i press D Otherwise i press K,,,,,,,,,,250_Stims_1000_ISI,1,0.475806451612903,0.453900709219858
361,42781,358,30,I sort of went what seemed to be the most calming or appealing so like blues primarily But also tested the waters to see what gave me a red cross or what gave me a green checkmark and then tried to memorize those pairs A little tricky,No,Right,Female,Second image,Testing the waters to see what would give me a red cross or a green checkmark then trying to memorize those pairs together to try and get green checkmarks,,,,,,,,,,250_Stims_1000_ISI,1,0.825396825396825,0.631944444444444
371,43436,368,32,I gave each item a nickname and tried to rank them in my head so as to remember which items beat which,No,Right,Male,First image,Assigning each item a nick name allowed me to mentally tier them or assign a ladder of who beats who,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.702380952380952,0.624113475177305
373,43615,370,35,I tried to compare the positionality in relation to each one and ended up making groups The one with blue and yellow balls beat everything Then was the purple and yellow one In the middle was then the pink green and leopard print one On the far right end was the multicolor firework and then in last was the purple and blue balls So as the first one came up I tried to place it on the scale and physically looked at my right hand to place it on the K and then when the second ball came up I tried to think about where it existed positionally in relation to the first one The ball furthest to the left on that scale won  Took me a little while to develop this system,Nope,Left,Male,Second image,Tried to really pay attention to what beat what and when I got the green check mark The middle three kept screwing me up,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.912350597609562,0.548611111111111
382,44357,379,28,I went with my honest intuition,None,Right,Male,Second image,I tried to see which color pattern was the most accepted,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.525896414342629,0.446808510638298
386,44506,383,29,I tried to remember the patterns when it came to making my decisions which was very difficult ,Not that I can think of,Right,Male,First image,I just tried my best to remember the patterns that showed up and how they corresponded to a correct response ,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.557768924302789,0.486111111111111
387,44521,384,28,Honestly I chose randomly on some trials but Ive noticed that there were a couple of images that were always correct the golden 8 in the purple image and I think one of the blue images It was hard to keep track of everything though but I tried my best to do so,no,Right,Female,Second image,Like I said there were a couple of images that were guaranteed to be correct,Asian,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.665338645418327,0.486111111111111
389,44586,386,26,I was trying to remember which ones would win most often and if they lost only to one I tried to rememebr that one,no,Right,Male,First image,i was trying to see which won the most to lower my mental stack,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.821428571428571,0.594405594405594
390,44674,387,32,After a while I could tell which image of each pair was better I then assigned a number ranking to each image The pairs with the best and worst images were the easiest to decide,No nothing was unclear,Right,Female,First image,I tried to remember which of each pair was better and then I mentally sorted them into a list of best to worst with a number assigned to each,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.97609561752988,0.798611111111111
391,44755,388,30,Just random guessing from the start then I started learning some pattens ,none,Right,Male,Second image,Just learnt from few failures the dominant over the other ,Hispanic or Latino,Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.536290322580645,0.574468085106383
395,45180,392,20,I compared items based on past experience,None,Right,Male,First image,I tried to remember past results,,,,,,,,,,250_Stims_1000_ISI,1,0.817460317460317,0.465277777777778
396,45288,393,32,It was sheer guesswork at first then I memorized SOME of the ones that seemed to work over others However it was still at least 67 a complete shot in the dark,Which ones to choose over the other,Right,Other,First image,The pink swirly one was always the correct one to choose every time Not that I always did in my growing frustration,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.664,0.510489510489511
401,45506,398,35,Tried to memorize the correct colors that would receive the green check mark in each sequence  ,No,Right,Male,First image,Memorization of patterns,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.576,0.496503496503497
402,45569,399,34,based on the patterns of the feedback The more colorful pictures tend to be the correct image,no,Right,Female,Second image,memorization how colorful the pictures are There was one picture that was always the incorrect image so I never picked that one,Asian,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.880952380952381,0.604166666666667
404,45682,401,30,I picked randomly at first until I saw the pattern of which image would be correct each time Since the same images would come up as a set over time it became clear out of that set which was the winner Doing that over and over is how I figured out which one to choose ,No the instructions were very clear ,Right,Female,First image,I did trial and error Since it was very repetitive I was eventually able to determine the sequence for which one would win out the set ,Black or African AmericanHispanic or Latino,Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.964285714285714,0.770833333333333
405,45707,402,26,I chose the one that was in the last pairing but it got confusing with the keys being on the opposite sides of the coices,NOpe,Right,Female,Second image,I figured out that if one pic was in the last grouping then it would be the correct answer in the second pairing and so on,,,,,,,,,,250_Stims_1000_ISI,1,0.51219512195122,0.514285714285714
407,45920,404,32,I made a mental note of which was the correct one to choose As time passed I memorized the pattern and which was correct,no,Right,Male,First image,I tried ranking the different patterns Some were always wrong and some were always right,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.832669322709163,0.736111111111111
409,46016,406,27,Just went on with flow and the more attractive image,nope,Right,Male,First image,Just went with more attractive image,,,,,,,,,,250_Stims_1000_ISI,1,0.48015873015873,0.548611111111111
410,46053,407,27,At first I attempted to figure out a pattern something to do with colors or shapes Then I began to pick randomly It seemed to make little difference,No,Right,Male,Second image,Again I tried to follow patterns related to shapes and colors and ultimately found them useless,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.459349593495935,0.433566433566434
411,46084,408,28,Each item was placed by importance the more correct they were each time compared to the others,no,Right,Female,First image,a mix of memorization and intuition,Asian,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.952380952380952,0.711267605633803
415,46653,412,32,I first started just picking items that seems to be more smooth didnt have any lines and felt cohesive Then I started picking more colorful items Items with more color,Nothing was unclear,Left,Male,Second image,Just focused on the task and use two hands for the keys left hand for the d key and right hand for the k key,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.868525896414343,0.659722222222222
416,46676,413,36,I tried to remember which items that I clicked on previously that were right ,Everything was very clear to me ,Right,Female,First image,I tried to remember which image pairs had the right answer in the previous rounds ,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.701195219123506,0.552447552447552
419,46951,416,23,I was trying to look for patterns I only really identified a clear pattern of certain patterns in the very last set being considered more correct than others,I found it unclear as to what I was doing with the choices,Right,Female,Second image,I tried to remember which patterns I often got a correct answer for in a set and began trying to choose that one each time,Black or African American,Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.468253968253968,0.443661971830986
420,46958,417,34,Some of the graphics seemed to be correct more often than othersso I tried to choose those ones most of the time,no,Right,Female,First image,Recognizing graphics that were more commonly the correct choices and also changing keys D and K if one seemed to be incorrect too many times,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.623015873015873,0.597222222222222
421,46975,418,34,tried to find the pattern it was going in,no,Right,Female,Second image,i kinda winged it,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.607142857142857,0.535211267605634
422,47035,419,34,Use same key until I got bored and switched,No,Left,Male,Second image,Trying to get as few Too Late as possible Didnt care if right or wrong,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.492,0.567164179104478
424,47293,421,31,I tried to remember which items were good,No,Right,Male,Second image,I tried to remember the image colors,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.50996015936255,0.513888888888889
426,47393,423,32,based on a hierachy which i learned while i was learning i made a few mistakes later on i knew the hierachy but occasionaly pressed the wrong button,no,Left,Male,Second image,just memorized which picture was the winner,AsianWhite,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI,1,0.960159362549801,0.625
427,47393,423,32,based on a hierachy which i learned while i was learning i made a few mistakes later on i knew the hierachy but occasionaly pressed the wrong button,no,Left,Male,Second image,just memorized which picture was the winner,AsianWhite,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI,1,0.960159362549801,0.625
428,47393,423,32,based on a hierachy which i learned while i was learning i made a few mistakes later on i knew the hierachy but occasionaly pressed the wrong button,no,Left,Male,Second image,just memorized which picture was the winner,AsianWhite,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.960159362549801,0.625
429,47393,423,32,based on a hierachy which i learned while i was learning i made a few mistakes later on i knew the hierachy but occasionaly pressed the wrong button,no,Left,Male,Second image,just memorized which picture was the winner,AsianWhite,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.960159362549801,0.625
430,47469,424,33,i used game theory and used a bunch of variables based off of how my brain noticed the patterns i think some fibonacci was involved im really good at predicting patterns once i was familiar with something i had to multi task and use my phone for the last 3 tasks i was watching a video on instagram and saw the art with the side of my eye and it helped a lot sometimes it would be 2 common art boards and i would choose the one my brain recognized the most ill do very well when it comes to managing a retail store or restaurant if i can recognize patterns of behavior in my employees ill excel at training new employees and hitting my numbers for the store,,Right,Male,First image,i used a bunch of strategies i learned from studying poker psychology and game theory are two things im very good at using,,,,,,,,,,250_Stims_1000_ISI,0,0.584,0.425531914893617
432,47542,426,26,I gave each picture a name or word associated with it and then learned from the previous trials which ones were the correct choice ,Everything was clear ,Right,Male,First image,I assigned each item a word associated with ti  pink green ball void empty tiger etc and then used the previous trials as a way to learn which ones are correct,,,,,,,,,,250_Stims_1000_ISI,1,0.712,0.597222222222222
434,47611,428,20,I wanted to look for rules on how each item was scored I began to understand which items were correct and which were not I am certain I was getting far more correct at the end of the rounds versus the first few rounds,No the instructions were clear,Left,Male,Second image,I just wanted to understand how the items ranked against each other I tried to figure out if there was an overall hierarchy or if the rules were changing at all I believe now that each combination of items is unique and has no bearing on the other combinations ,,,,,,,,,,250_Stims_1000_ISI,1,0.629482071713147,0.486111111111111
437,47695,431,34,I tried to remember which options beat others by naming them in my head each time,,Right,Female,Second image,Repetition,,,,,,,,,,250_Stims_1000_ISI,1,0.751054852320675,0.832167832167832
438,47705,432,31,I tried to pick up on a pattern I did my best to figure it out,No,Right,Male,Second image,My strategy was to look at the image and commit it to memory and try my best to keep up with the pattern in the allotted amount of time,,,,,,,,,,250_Stims_1000_ISI,1,0.569620253164557,0.45
439,47745,433,28,I decided which item to choose by choosing the item that mostly resembled the correct item from the previous choice,No everything was clear,Right,Male,Second image,To memorize the pictures as best as I could,,,,,,,,,,250_Stims_1000_ISI,1,0.473029045643154,0.48936170212766
443,48171,437,29,I honestly just chose the opposite one that my first gut reaction was,No,Right,Female,Second image,The only strategy that I guess I might have was to choose the less obvious picture,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.726190476190476,0.563380281690141
445,48284,439,28,I tried to recognize a pattern however I had some difficulty remembering or would press the wrong button due to muscle memory,No they were clear,Right,Female,First image,I tried to remember the features of the images I also tried to remember what was correct and incorrect I would even name some of the images to remember,Black or African American,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.746987951807229,0.770833333333333
449,48643,443,30,I tried to remember which pictures were accepted in past sets,No,Right,Male,Second image,I just tried to remember which ones were good,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.757936507936508,0.524475524475524
450,48649,444,33,i mainly picked depending how much i liked onen,no,Right,Female,First image,d was for dislike and k was for kind of like,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,0,0.557377049180328,0.464788732394366
460,49031,454,32,I would choose at random until I saw some form of pattern and then I would adjust whenever I could remember said pattern Example I knew pink  green or blue and black but was  than the blue and yellow,No,Right,Female,Second image,Trying to remember which item had the correct in my mind greater value when compared to another on the list As I mentioned in my last question I tried to keep track of patterns Brown diamond design is greater than yellow brown circle was another example,,,,,,,,,,250_Stims_1000_ISI,1,0.545064377682403,0.545454545454545
465,49696,459,31,I did so at random I didnt have a strategy At first I thought there must be some pattern but I dont think I was smart enough to find it so I just chose,I dont know I must have because I wasnt able to fund a pattern,Right,Male,First image,I didnt as I said before I chose at random,,,,,,,,,,250_Stims_1000_ISI,1,0.504166666666667,0.569343065693431
473,50182,467,28,I tried to recognize the patterns there was one slide which almost never won some that won half the time and one that almost always won Thats how I made my decisions ,No,Right,Female,First image,I tried to recognize any and all patterns I feel like I got better at the task over the rounds ,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.729838709677419,0.563380281690141
479,50879,473,33,Honestly in the beginning I just guessed and went with the ones I felt more drawn to but as the task and rounds went on I noticed which images were correct over other images and paid attention to the pattern there and thats what primarily guided my choices from there on out,No the instructions were very clear and easy to understand,Right,Other,Second image,Pattern recognition I would name them under my breath like the weird blue one over the golden aura one etc,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.634538152610442,0.531468531468531
485,51301,479,36,At first I was picking the ones I liked better but then I noticed a pattern and that there was a hierarchy of the images the green image was always the right answer followed by the yellow knitted looking pattern and so on until you get to the colorful pinwheel swirl that was never the right one  I would still occasionally get my fingers messed up because you almost expect the left hand one to be 1 and the right hand to be 2  Occasionally I would also get into a pattern of clicking one side over the other  Overall though I think I figured out the pattern by the end,I didnt know what the correct image to select was at first which was of course the point but that was very unclear at the beginning,Right,Female,Second image,The first two rounds I was fairly clueless until I started to notice that some of the images were most of the time correct it took a lot longer to figure out which ones were more often wrong especially since in the first two rounds I had gotten more used to picking them because I liked them better  After a little while I started picking up which ones beat out which other ones the ones in the middle probably took the longest to figure out and I still occasionally missed them towards the end,,,,,,,,,,250_Stims_1000_ISI,1,0.892857142857143,0.576388888888889
486,51444,480,29,I tried to find a pattern ,No,Right,Female,First image,If the choice was wrong next time I got the same two pictures I chose the other choice,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.532,0.486111111111111
488,51541,482,27,After awhile I was able to figure out which ones where the correct ones,no,Right,Female,Second image,I was sort of able to figure which ones would always be right after clicking around,Black or African American,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.581673306772908,0.482269503546099
491,51720,485,29,After trail and error I noticed some patterns have priority over one and another,Instructions are simple it took a moment to find out which patterns are correct,Right,Male,First image,Trail and error and memorization,Black or African American,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.948412698412698,0.555555555555556
496,52211,490,35,I tried to detect patterns in the first five or so rounds color dominance length of pause beforehand alternating patterns ie right left right left but couldnt discern any For the last 3 rounds I was basically picking whatever one I liked more,Switching the left and right with first and second always got me,Right,Male,Second image,I dont think I was ever able to discern one I felt closest on some trials when I did LRLRLR or a similar pattern but that didnt hold,,,,,,,,,,250_Stims_1000_ISI,1,0.472222222222222,0.527777777777778
499,52767,493,31,I tried to remember which answer was correct when a repeating set of pictures was used I basically just tried to figure out remember what the correct answer was for each set,Nothing was unclear,Right,Male,Second image,Basically I used my gut instinct when I first saw the pictures and then I tried to remember what the correct answer to each set was,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.51984126984127,0.464788732394366
503,53042,497,32,I looked at the relationship between patterns Certain patterns always won over others,no,Right,Female,First image,I chose randomly at first then paid attention to the outcome When I noticed that certain patterns always won against other patterns I realized that was the task and started trying to select the correct patterns to win,Black or African American,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.776,0.573426573426573
504,53053,498,21,At first i was confused But I just decided to go with which one I thought looked best I then I tried to memorize with ones were right,no thanks,Right,Male,Second image,I learned pattern recognition,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.507936507936508,0.542857142857143
